Rank,Score,"Programming Skills","Driver Skills","Highest Programming Skills","Highest Driver Skills","Highest Programming Score Timestamp","Highest Driver Score Timestamp","Highest Programming Score Stop Time","Highest Driver Score Stop Time","Team Number","Team Name",Organization,"Event Region",Country/Region
172,194,63,131,63,131,"2022-12-17 19:36:56","2022-12-17 20:31:36",0,0,97140A,"Kennedy Gaels","Kennedy Catholic Preparatory School","New York-South","United States"
173,193,59,134,59,134,"2022-11-05 16:09:57","2022-11-05 18:35:50",0,0,2131R,"God Save the Queen","DAVIS HIGH",Utah,"United States"
174,193,57,136,57,136,"2022-12-03 22:05:47","2022-12-03 20:25:30",50,0,742A,PerryBoticsA,PerryBotics,"California - Region 4","United States"
175,193,56,137,56,137,"2022-12-03 18:21:08","2022-12-03 19:42:05",0,0,39313Z,"Dumb and Dumber","ASOTIN JR SR HIGH",Washington,"United States"
176,193,49,144,49,144,"2022-11-19 18:58:00","2022-11-19 17:12:06",17,0,5Z,"Special Forces","RAVENNA SENIOR HIGH",Nebraska,"United States"
177,193,48,145,48,145,"2022-08-14 08:31:45","2022-08-14 08:24:57",0,0,54001A,西安市铁一中学,"Xi'an TieYi HS",China,China
178,192,70,122,70,122,"2022-12-17 22:03:45","2022-12-17 22:18:50",0,0,2263Z,"Z Force","Hogar Colegio La Milagrosa","Puerto Rico","Puerto Rico"
179,192,68,124,68,124,"2022-12-17 17:44:58","2022-12-17 17:50:48",3,0,7862A,"Flawless Vexecution","Hesston High",Kansas,"United States"
180,191,75,116,75,116,"2022-11-19 13:34:26","2022-11-19 18:15:48",31,0,99904X,X3V,"NEW PALESTINE HIGH SCHOOL",Indiana,"United States"
181,191,67,124,70,125,"2022-12-17 14:00:46","2022-10-22 19:48:20",0,0,11124P,"Project 25","ELYRIA HIGH SCHOOL",Ohio,"United States"
182,191,66,125,67,125,"2022-11-12 15:30:31","2022-12-17 17:57:55",0,0,6741A,Arcturus,"PICKERINGTON HIGH SCHOOL CENTRAL",Ohio,"United States"
183,191,63,128,63,128,"2022-12-17 18:53:50","2022-12-17 17:09:53",0,0,53073N,"The Jawas","Northwest High School",Louisiana,"United States"
184,191,39,152,39,152,"2022-12-17 20:33:15","2022-12-17 21:20:32",0,0,2567B,"Porta-Botz! - Big Brained","PORTAGE HIGH SCHOOL",Indiana,"United States"
185,189,84,105,84,110,"2022-12-25 05:37:08","2022-12-07 07:43:59",19,0,10201A,"Çatı - Disconnected","Akhisar Çatı Education",Türkiye,Türkiye
186,189,28,161,36,162,"2022-10-29 16:15:06","2022-11-29 01:50:20",0,0,248C,"RoboDawgs: On FIRE!!!","Grandville Robotics",Michigan,"United States"
187,188,70,118,70,118,"2022-11-19 18:31:59","2022-11-19 18:50:43",0,0,3141G,"Getting Gud","Gross Catholic Robotics",Nebraska,"United States"
188,188,48,140,64,140,"2022-12-03 18:01:24","2022-12-17 16:00:25",0,0,3142Y,Yutz,"Paideia School",Georgia,"United States"
189,188,36,152,36,152,"2022-12-17 23:41:09","2022-12-17 22:37:58",0,0,949Z,Pelmen,"Northwest Academy of Sciences",Washington,"United States"
190,187,73,114,73,114,"2022-12-10 14:58:06","2022-12-10 14:50:30",44,1,38053A,"Last Minute Fix","OAKLAND CHRISTIAN SCHOOL",Michigan,"United States"
191,187,58,129,59,129,"2022-12-03 21:15:52","2022-12-17 20:00:36",32,0,15442A,"Canyon High School","CANYON HIGH","California - Region 4","United States"
192,187,52,135,52,135,"2022-12-17 17:34:22","2022-12-16 21:53:44",0,0,2011B,Bruh,"BRECKSVILLE-BROADVIEW HEIGHTS HIGH SCHOOL",Ohio,"United States"
193,187,12,175,12,175,"2022-12-04 22:13:54","2022-12-04 21:07:56",0,0,2496X,"BHS Robopatties X","Arnold O. Beckman High School","California - Region 4","United States"
194,186,35,151,57,151,"2022-11-29 00:18:03","2022-12-03 15:25:50",15,0,3223A,"The Hallway","WEST MICHIGAN AVIATION ACADEMY",Michigan,"United States"
195,186,42,144,52,144,"2022-12-14 01:03:15","2022-12-03 15:34:57",0,0,7316R,Rigatoni,"FIRESTONE HIGH SCHOOL",Ohio,"United States"
196,184,91,93,91,115,"2022-12-14 00:09:49","2022-10-29 15:35:54",0,0,44691R,"Gold Rush","WOOSTER HIGH SCHOOL",Ohio,"United States"
197,184,76,108,76,108,"2022-12-09 20:29:22","2022-12-09 21:26:18",34,0,3333W,"Power of the Square","NOTRE DAME PREPARATORY SCHOOL & MARIST ACADEMY",Michigan,"United States"
198,184,71,113,71,113,"2022-11-19 13:53:01","2022-11-19 22:33:23",12,3,727C,"Terrapin Crimson","Tampa Preparatory School","Florida - North/Central","United States"
199,184,42,142,42,142,"2022-12-17 20:25:58","2022-12-17 22:54:48",0,0,5760B,UnBEARable,"Father Patrick Mercredi High School",Alberta/Saskatchewan,Canada
200,184,42,142,42,142,"2022-12-18 15:24:44","2022-12-18 18:21:50",0,0,7405M,"Millburn Mayhem","Millburn High School","New Jersey","United States"
201,184,38,146,38,146,"2022-10-15 17:12:50","2022-10-15 13:57:38",0,0,79267A,"Swamp Bots","River Bluff High School","South Carolina","United States"
202,183,69,114,69,114,"2022-12-10 19:51:23","2022-12-10 20:38:47",2,0,8892V,"Eat Hot Chip","Delhi Charter School",Louisiana,"United States"
203,183,55,128,58,128,"2022-10-29 16:39:55","2022-11-05 18:46:04",0,0,6210M,"HCS Eagles: Meta Mafia","Heritage Christian School",Indiana,"United States"
204,183,56,127,56,127,"2022-12-16 22:16:46","2022-12-16 20:20:53",41,0,7580Z,Zesty,"Haslett Robotics Club",Michigan,"United States"
205,183,49,134,49,134,"2022-12-16 18:52:17","2022-12-16 20:44:09",0,0,7225F,"Southland Southbots","Southland High School",Minnesota,"United States"
206,182,50,132,55,134,"2022-10-23 00:15:50","2022-11-19 21:26:32",0,0,359C,"Hawaiian Kids","Waialua High & Intermediate School",Hawaii,"United States"
207,182,48,134,48,141,"2022-11-19 18:22:16","2022-12-16 13:50:58",31,0,288B,"RoboDawgs: On ROCK!!!","Grandville High School",Michigan,"United States"
208,181,60,121,62,121,"2022-12-01 21:11:12","2022-12-03 20:36:59",0,0,22204V,"Wylie Vanguard","WYLIE HIGH SCHOOL","Texas - Region 2","United States"
209,180,86,94,86,94,"2022-12-17 18:52:20","2022-12-17 19:55:00",0,0,5691Z,Borealis,"BRYANT HIGH SCHOOL",Arkansas,"United States"
210,180,85,95,85,95,"2022-12-10 18:47:18","2022-12-10 17:07:19",0,0,98377G,"Tigris ex Machina VII","TECHNICAL SENIOR HIGH",Minnesota,"United States"
211,180,75,105,75,109,"2022-11-19 16:16:41","2022-11-12 17:25:13",0,0,71909Z,"TESLA MODEL 3","Baton Rouge Magnet High School",Louisiana,"United States"
212,180,65,115,65,115,"2022-11-19 20:17:47","2022-11-19 21:04:23",4,0,7225C,"Southland Mechbots","Southland High School",Minnesota,"United States"
213,179,88,91,88,91,"2022-11-12 15:07:29","2022-11-12 16:06:34",0,0,5T,"Pizzeria Pt. 3","RAVENNA SENIOR HIGH",Nebraska,"United States"
214,179,55,124,71,124,"2022-11-17 00:49:54","2022-12-03 15:04:18",17,0,63600C,"GRCHS July","GRAND RAPIDS CHRISTIAN HIGH SCHOOL",Michigan,"United States"
215,179,68,111,68,111,"2022-12-10 23:27:50","2022-12-10 22:07:43",0,0,3304A,"Robolabs Apollo",Robolabs,"California - Region 2","United States"
216,179,64,115,64,115,"2022-12-10 17:10:24","2022-12-10 16:54:10",34,0,871X,soar.,"LEXINGTON HIGH","Southern New England","United States"
217,179,60,119,60,119,"2022-12-16 19:24:45","2022-12-16 16:11:48",0,0,24118E,"Broken Zip Ties","ALBERT LEA SENIOR HIGH",Minnesota,"United States"
218,179,54,125,54,125,"2022-12-17 21:48:19","2022-12-17 21:40:50",0,0,2211A,"KHU Inventors",Homeschool,"Puerto Rico","Puerto Rico"
219,178,64,114,64,114,"2022-12-04 22:31:29","2022-12-04 19:44:17",42,0,393A,"Legacy Robotics","Legacy Magnet Academy","California - Region 4","United States"
220,178,47,131,47,131,"2022-12-10 15:26:07","2022-12-10 15:38:33",0,0,550G,"AHS Robotics","APOPKA HIGH","Florida - North/Central","United States"
221,178,43,135,43,135,"2022-12-03 18:42:06","2022-12-03 16:21:13",33,0,7316E,"Eggs N' Bacon","FIRESTONE HIGH SCHOOL",Ohio,"United States"
222,177,80,97,80,97,"2022-11-12 17:35:27","2022-11-12 17:46:10",0,0,293X,Eon,"Echo Robotics","Pennsylvania - East","United States"
223,177,72,105,72,105,"2022-12-03 17:08:08","2022-12-03 12:26:21",33,0,15545B,"The Beamer Club","PICKENS HIGH","South Carolina","United States"
224,177,56,121,56,121,"2022-12-10 18:23:26","2022-12-10 19:21:56",0,0,338A,Iterated,"High Caliber Robotics",Kentucky,"United States"
225,177,55,122,55,122,"2022-11-18 18:09:25","2022-11-18 18:28:39",0,0,1115B,"Team Ramrod","GREENFIELD-CENTRAL HIGH SCHOOL",Indiana,"United States"
226,177,48,129,48,129,"2022-12-17 21:16:34","2022-12-17 18:29:06",40,0,3350C,"Drive Bye","TEXAS HIGH SCHOOL","Texas - Region 2","United States"
227,177,44,133,44,133,"2022-12-03 16:55:38","2022-12-03 19:22:42",22,0,16689B,Velocity,Dracobots,Oregon,"United States"
228,176,69,107,75,107,"2022-11-19 18:35:31","2022-11-12 19:27:55",0,0,8823B,Bonzai,"Milford High School",Ohio,"United States"
229,176,70,106,70,114,"2022-12-17 13:40:52","2022-12-10 18:11:07",0,0,12X,Tropix,"The Potomac School",Virginia,"United States"
230,176,65,111,65,111,"2022-11-12 20:51:25","2022-11-12 17:38:03",24,0,948J,Limitless,"Limitless Robotics","California - Region 4","United States"
231,176,25,151,63,151,"2022-08-13 16:40:02","2022-12-16 19:03:20",0,0,8110D,Dumplings,"Mankato West Robotics",Minnesota,"United States"
232,176,43,133,46,133,"2022-11-12 21:40:38","2022-10-29 18:35:51",42,0,6627X,"Knight Time Bots X","FOOTHILL HIGH","California - Region 4","United States"
233,176,46,130,46,132,"2022-11-19 18:12:17","2022-10-29 16:08:04",0,0,1028A,"The Fighting Chirmachillas","Brownell Talbot College Preparatory School",Nebraska,"United States"
234,176,30,146,30,146,"2022-12-04 19:36:12","2022-12-04 20:11:46",50,0,82855X,"STL Breaking Bots","St. Theresa of Lisieux C.H.S.",Ontario,Canada
235,175,62,113,62,113,"2022-10-29 20:36:42","2022-10-29 19:35:58",18,0,5090X,Radioactive,"Microchip Community Team",Arizona,"United States"
236,175,59,116,59,116,"2022-11-26 05:36:54","2022-11-26 05:31:49",0,0,16950C,"Shanghai Starriver Bilingual School","Shanghai Starriver Bilingual School",China,China
237,175,55,120,55,120,"2022-11-05 17:07:21","2022-11-05 18:32:23",53,0,1010X,"TenTon Robotics","West Vancouver School District #45","British Columbia (BC)",Canada
238,175,51,124,51,124,"2022-12-11 20:47:30","2022-12-11 18:07:44",0,0,847X,Mimbotics,"M.I.M Robotics","California - Region 4","United States"
239,175,44,131,44,131,"2022-12-08 18:32:45","2022-12-08 18:32:25",0,0,39599A,"WHS Warriors","WINTERS HIGH","California - Region 2","United States"
240,174,70,104,70,104,"2022-12-17 18:06:02","2022-12-17 17:49:06",0,0,45133C,"Charlie Squad","HILLSBORO High SCHOOL",Ohio,"United States"
241,174,50,124,55,124,"2022-09-24 22:41:42","2022-12-04 22:35:14",0,0,6526E,"Damien Spartan Robotics","Damien High School","California - Region 4","United States"
242,174,55,119,55,131,"2022-12-03 17:18:35","2022-12-17 14:44:52",0,0,9909W,Walter,"MIDDLETOWN HIGH SCHOOL","Southern New England","United States"
243,173,68,105,68,105,"2022-12-17 19:42:14","2022-12-17 22:47:11",29,0,82855T,"STL Talos","St. Theresa of Lisieux C.H.S.",Ontario,Canada
244,173,62,111,62,111,"2022-12-17 19:48:41","2022-12-17 20:17:12",0,0,99157A,IronMechs,"Abacus Robotics",Virginia,"United States"
245,173,57,116,57,116,"2022-12-03 20:59:34","2022-12-03 22:05:20",38,0,15486H,Vexation,"VISTA SCHOOL",Utah,"United States"
246,173,52,121,52,133,"2022-11-19 22:04:22","2022-11-12 19:07:40",26,0,507E,507E,"OTAY RANCH SENIOR HIGH","California - Region 4","United States"
247,172,59,113,59,113,"2022-11-12 16:41:14","2022-11-12 15:36:05",22,0,4478E,"Rawr Vex Dee","MASUK HIGH SCHOOL","Southern New England","United States"
248,172,56,116,56,116,"2022-12-03 14:45:29","2022-12-03 20:09:20",0,0,4154W,"University School Sharks Robotics","NSU UNIVERSITY SCHOOL","Florida - South","United States"
249,172,47,125,50,125,"2022-11-19 18:53:23","2022-12-10 19:41:04",0,0,9181M,Matéo,"Seaquam Secondary","British Columbia (BC)",Canada
250,171,73,98,73,112,"2022-11-19 18:26:14","2022-12-17 20:36:05",0,0,20002Y,GOLD!,"SILSBEE HIGH SCHOOL","Texas - Region 3","United States"
251,171,69,102,69,102,"2022-12-10 14:42:57","2022-12-10 19:20:27",8,0,9257R,"Real Steele","COVINGTON CATHOLIC HIGH SCHOOL",Kentucky,"United States"
252,171,63,108,63,131,"2022-12-17 23:10:15","2022-11-05 22:45:34",44,0,4142A,"Pearl City High School","PEARL CITY HIGH SCHOOL",Hawaii,"United States"
253,171,53,118,53,118,"2022-12-17 20:09:44","2022-12-17 19:37:16",0,0,6741B,BlackJack,"PICKERINGTON HIGH SCHOOL CENTRAL",Ohio,"United States"
254,171,46,125,46,125,"2022-10-15 14:28:39","2022-10-15 20:30:32",0,0,1082E,"Carbonated Potato","LOVEJOY HIGH SCHOOL","Texas - Region 2","United States"
255,170,53,117,53,117,"2022-12-03 17:32:11","2022-12-03 22:33:04",23,0,9328Z,"Shasta Robots","SHASTA HIGH","California - Region 1","United States"
256,170,39,131,39,131,"2022-12-10 19:27:04","2022-12-10 17:15:05",0,0,9181A,Alpine,"Seaquam Secondary","British Columbia (BC)",Canada
257,170,16,154,16,154,"2022-11-12 20:48:05","2022-11-12 19:34:29",47,0,507B,"Mustang Robotics 507B","Otay Ranch High School","California - Region 4","United States"
258,169,64,105,64,105,"2022-12-17 15:39:01","2022-12-17 15:53:10",0,0,4478Y,Y.I.E.L.D,"MASUK HIGH SCHOOL","Southern New England","United States"
259,169,56,113,56,113,"2022-12-10 15:39:23","2022-12-10 15:18:38",0,0,52455A,"Hyper Resolution","Beaufort High","South Carolina","United States"
260,169,51,118,51,118,"2022-12-17 19:27:32","2022-12-17 19:33:39",0,0,8823A,"Pink Fluffy Unicorns","Milford High School",Ohio,"United States"
261,169,49,120,49,120,"2022-12-17 22:23:05","2022-12-17 18:31:52",11,0,15442B,"Canyon High School","CANYON HIGH","California - Region 4","United States"
262,168,80,88,80,88,"2022-12-07 06:41:35","2022-12-07 08:24:39",0,0,59001A,"TFL Robotics","Tekirdağ Ebru Nayim Fen Lisesi",Türkiye,Türkiye
263,168,70,98,79,98,"2022-11-30 22:51:06","2022-12-03 17:44:11",0,0,33112C,"Robo Rangers - C","CONCORDIA LUTHERAN HIGH SCHOOL",Indiana,"United States"
264,168,74,94,74,94,"2022-12-03 23:49:39","2022-12-03 02:56:33",0,0,78887A,"Knox Raptors","Knox Grammar School",Australia,Australia
265,168,54,114,54,114,"2022-12-03 18:18:52","2022-12-03 18:18:12",0,0,58593A,"Rising Fractals","Robocubs Robotics Club","California - Region 2","United States"
266,168,37,131,37,131,"2022-12-17 19:51:40","2022-12-17 20:25:52",32,0,9257F,Flintstones,"COVINGTON CATHOLIC HIGH SCHOOL",Kentucky,"United States"
267,167,75,92,75,92,"2022-11-19 18:09:30","2022-11-19 14:32:37",9,0,6210K,"HCS Eagles: KryptoKnights","Heritage Christian School",Indiana,"United States"
268,167,61,106,61,109,"2022-12-10 21:27:44","2022-12-03 22:04:54",0,0,7996D,Distortion,"HIGLEY HIGH SCHOOL",Arizona,"United States"
269,167,55,112,55,112,"2022-12-03 13:48:50","2022-12-03 14:17:27",12,0,33112B,"Robo Rangers - B","CONCORDIA LUTHERAN HIGH SCHOOL",Indiana,"United States"
270,167,52,115,52,115,"2022-12-10 16:45:50","2022-12-10 18:47:08",0,0,1575A,Athena,"WOODBRIDGE HIGH",Virginia,"United States"
271,167,46,121,46,121,"2022-08-14 06:45:39","2022-08-14 05:46:16",0,0,81988E,81988E,"上海市虹口区青少年活动中心Shanghai Hongkou District Teenagers Activity Center",China,China
272,166,61,105,61,105,"2022-12-02 17:17:39","2022-12-02 17:02:42",36,0,79163F,"In a Pickle","North Clarion Co Jshs","Pennsylvania - West","United States"
273,166,44,122,44,122,"2022-11-05 18:44:55","2022-11-05 13:50:45",0,0,39792A,"Alpha Aviators","ACADEMY FOR INTERNATIONAL EDUCATION CHARTER SCHOOL","Florida - South","United States"
274,166,27,139,27,139,"2022-12-10 17:35:00","2022-12-10 16:37:27",0,0,6121A,"The Pioneers","CONESTOGA SHS","Pennsylvania - East","United States"
275,165,65,100,65,100,"2022-12-10 19:19:40","2022-12-10 18:21:04",0,0,502W,"The Swarm","SD41 Mechatronics, Burnaby","British Columbia (BC)",Canada
276,165,62,103,62,128,"2022-12-03 21:23:50","2022-11-13 20:10:44",40,0,90241B,"Warren Warbots B","WARREN HIGH","California - Region 4","United States"
277,165,62,103,62,103,"2022-12-03 14:38:27","2022-12-02 19:32:38",0,0,228A,"Team Fuego","Gus Robotics Team, Inc.","Southern New England","United States"
278,165,9,156,9,156,"2022-12-03 19:49:11","2022-12-03 19:48:17",0,0,8000A,"HRS Robohawks","HEAD ROYCE SCHOOL","California - Region 2","United States"
279,164,68,96,68,96,"2022-12-03 20:58:03","2022-12-03 17:42:25",0,0,76427A,"Bryson 1","BRYSON SCHOOL","Texas - Region 2","United States"
280,164,62,102,62,102,"2022-12-10 17:46:36","2022-12-10 18:16:33",40,0,4828K,"BrewTech Robotics - K","BREWTECH TECHNOLOGY MAGNET HIGH SCHOOL",Alabama,"United States"
281,164,58,106,58,107,"2022-12-15 22:25:32","2022-12-17 19:52:14",0,0,60883W,"Double U","AKRON STEM HIGH SCHOOL",Ohio,"United States"
282,164,40,124,40,129,"2022-12-02 23:18:16","2022-12-17 18:45:47",37,0,62880A,"Bing Chi Ling (冰淇淋)","Coast 2 Coast Robotics","New York-South","United States"
283,163,52,111,52,111,"2022-11-21 23:12:13","2022-11-21 21:46:24",0,0,285Z,"DiscoBots Zephyr","Carnegie Vanguard HS","Texas - Region 3","United States"
284,163,49,114,51,114,"2022-11-21 23:05:26","2022-11-29 17:48:36",0,0,83278A,Kaijus,"Coldspring-Oakhurst High School","Texas - Region 3","United States"
285,163,49,114,49,114,"2022-12-17 18:10:56","2022-12-17 18:22:44",0,0,11342A,"Explorer 1","Christopher Columbus High School","Florida - South","United States"
286,162,31,131,64,131,"2022-11-05 17:33:15","2022-11-19 20:38:39",0,0,1082R,"Robot Go Vroom Vroom","LOVEJOY HIGH SCHOOL","Texas - Region 2","United States"
287,162,55,107,55,107,"2022-11-18 19:05:14","2022-11-18 20:25:30",52,0,621B,DinoNerdz,"Marion County STEM 4 H Club",Indiana,"United States"
288,162,55,107,55,107,"2022-12-03 17:21:32","2022-12-01 22:13:59",0,0,1898R,"Duct Tape and Dreams","MILTON HIGH","Southern New England","United States"
289,162,39,123,53,123,"2022-11-18 14:00:14","2022-12-03 15:43:42",0,0,1115D,Dysfuncational,"GREENFIELD-CENTRAL HIGH SCHOOL",Indiana,"United States"
290,162,0,162,0,162,,"2022-12-02 09:01:05",0,0,4253W,"Raid Zero W","Taipei American School","Chinese Taipei",Taiwan
291,161,57,104,57,104,"2022-11-19 15:16:14","2022-11-19 15:02:24",28,0,1233G,"1233 Galactic","CROWN POINT HIGH SCHOOL",Indiana,"United States"
292,161,47,114,47,114,"2022-10-08 22:50:34","2022-10-08 21:57:31",0,0,315N,Paradigm,,"California - Region 2","United States"
293,161,38,123,38,123,"2022-12-03 21:19:26","2022-12-03 20:02:20",0,0,8349G,"Original Geek","GATEWAY ACADEMY TO INNOVATION & TECH.",Kentucky,"United States"
294,160,84,76,84,76,"2022-10-22 14:39:40","2022-10-22 15:37:53",0,0,5E,"DPFC (Dolly Parton Fan Club)","RAVENNA SENIOR HIGH",Nebraska,"United States"
295,160,56,104,56,117,"2022-12-03 20:12:52","2022-11-19 18:24:12",0,0,6844B,Vexinators,"MITCHELL HIGH SCHOOL - 01","South Dakota","United States"
296,160,50,110,50,110,"2022-12-10 18:49:02","2022-12-10 17:08:33",34,0,99751Z,C--,"Colorado Early College Fort Collins",Colorado,"United States"
297,159,64,95,64,95,"2022-12-03 20:09:11","2022-12-03 19:54:04",38,0,2140A,S.I.R.,"JENISON HIGH SCHOOL",Michigan,"United States"
298,159,55,104,62,104,"2022-11-12 18:06:54","2022-12-04 18:34:46",8,0,6526D,"Damien Spartan Robotics","Damien High School","California - Region 4","United States"
299,159,55,104,55,104,"2022-11-11 17:23:27","2022-11-12 15:31:54",0,0,2055A,Capybaras,"Mi3L School",Ontario,Canada
300,159,47,112,47,112,"2022-11-19 20:50:55","2022-11-19 20:35:43",15,0,604X,Robo-Titan,Robo-Planets,"British Columbia (BC)",Canada
301,159,46,113,46,113,"2022-11-05 19:40:56","2022-11-05 20:59:12",0,0,7983Z,"Centennial CyberHawks Z","Centennial High School","California - Region 3","United States"
302,159,33,126,33,126,"2022-12-10 21:23:06","2022-12-10 21:06:16",50,0,7996B,"The Knightmares","HIGLEY HIGH SCHOOL",Arizona,"United States"
303,158,61,97,61,97,"2022-12-03 18:19:22","2022-12-03 17:08:33",0,0,5509E,"VHS Excelsior!","Valley Home Schoolers",Wisconsin,"United States"
304,158,60,98,60,98,"2022-12-10 18:58:14","2022-12-10 19:35:19",0,0,217T,ThunderChickens,"UTICA HIGH SCHOOL",Michigan,"United States"
305,158,59,99,59,122,"2022-11-19 17:33:39","2022-12-03 13:39:35",0,0,77275A,Axon,"Spark Academy of Advanced Technologies","New Hampshire/Vermont","United States"
306,158,52,106,52,106,"2022-11-12 22:16:38","2022-11-12 22:05:24",0,0,87490T,"Giza's Peasants","FARMERSVILLE HIGH SCHOOL","Texas - Region 2","United States"
307,158,48,110,48,110,"2022-12-17 16:55:06","2022-12-17 18:55:49",0,0,2008A,RAZEM,"RAZEM Robotics","Southern New England","United States"
308,158,45,113,45,113,"2022-12-25 06:36:46","2022-12-24 14:04:56",51,2,34001A,IORobot,"İbrahim Özaydın Mesleki ve Teknik Anadolu Lisesi",Türkiye,Türkiye
309,158,41,117,41,117,"2022-11-19 20:11:09","2022-11-19 19:57:52",0,0,97385A,"Team Ragnarok","Queen Creek Community Robotics",Arizona,"United States"
310,158,37,121,37,121,"2022-12-10 22:04:01","2022-12-10 21:46:34",45,0,2131P,"The ""P"" Stands for Pain and Prüß","DAVIS HIGH",Utah,"United States"
